statename|url|website|activity_level|activity_level_label|weekend|season|weeknumber,,,
Texas|http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/|Influenza Surveillance|1|Minimal|May-29-2010|2009-10|21,,,
Utah|http://health.utah.gov/epi/diseases/influenza/surveillance/index.html|Seasonal Influenza Weekly Update|1|Minimal|May-29-2010|2009-10|21,,,
Vermont|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|Flu Activity|1|Minimal|May-29-2010|2009-10|21,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|1|Minimal|May-29-2010|2009-10|21,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|1|Minimal|May-29-2010|2009-10|21,,,
West Virginia|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|Current Influenza Surveillance|1|Minimal|May-29-2010|2009-10|21,,,
Wisconsin|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|Tracking Influenza in Wisconsin|1|Minimal|May-29-2010|2009-10|21,,,
Wyoming|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/|Influenza|1|Minimal|May-29-2010|2009-10|21,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|1|Minimal|May-29-2010|2009-10|21,,,
Alabama|http://adph.org/influenza/|Influenza Surveillance|1|Minimal|Jun-05-2010|2009-10|22,,,
Alaska|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |Influenza Surveillance Report|1|Minimal|Jun-05-2010|2009-10|22,,,
Arizona|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|Influenza & RSV Surveillance|1|Minimal|Jun-05-2010|2009-10|22,,,
Arkansas|http://www.healthy.arkansas.gov/programs-services/topics/influenza|Communicable Disease and Immunizations|1|Minimal|Jun-05-2010|2009-10|22,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|1|Minimal|Jun-05-2010|2009-10|22,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|1|Minimal|Jun-05-2010|2009-10|22,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|1|Minimal|Jun-05-2010|2009-10|22,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|1|Minimal|Jun-05-2010|2009-10|22,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|1|Minimal|Jun-05-2010|2009-10|22,,,
Idaho|http://flu.idaho.gov|Influenza|1|Minimal|Jun-05-2010|2009-10|22,,,
Illinois|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance#publications|Seasonal Influenza Surveillance Reports|1|Minimal|Jun-05-2010|2009-10|22,,,
Indiana|http://www.in.gov/isdh/22104.htm|Influenza in Indiana|1|Minimal|Jun-05-2010|2009-10|22,,,
Iowa|http://idph.iowa.gov/influenza/surveillance|Iowa Influenza Surveillance Network|1|Minimal|Jun-05-2010|2009-10|22,,,
Kansas|http://www.kdheks.gov/flu/surveillance.htm|Influenza Information|1|Minimal|Jun-05-2010|2009-10|22,,,
Kentucky|https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx|Influenza - Flu|1|Minimal|Jun-05-2010|2009-10|22,,,
Louisiana|http://new.dhh.louisiana.gov/index.cfm/page/1591|Influenza|1|Minimal|Jun-05-2010|2009-10|22,,,
Maine|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|Weekly Surveillance Updates|1|Minimal|Jun-05-2010|2009-10|22,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|1|Minimal|Jun-05-2010|2009-10|22,,,
Massachusetts|https://www.mass.gov/influenza|Influenza Surveillance Data|1|Minimal|Jun-05-2010|2009-10|22,,,
Michigan|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|Influenza Activity and Surveillance|1|Minimal|Jun-05-2010|2009-10|22
Minnesota|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|Weekly Influenza Activity: Statistics|1|Minimal|Jun-05-2010|2009-10|22,,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|1|Minimal|Jun-05-2010|2009-10|22
Missouri|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|Influenza Data & Statistical Reports |1|Minimal|Jun-05-2010|2009-10|22,,,
Montana|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|Influenza: What You Need to Know|1|Minimal|Jun-05-2010|2009-10|22,,,
Nebraska|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|Weekly Flu Report|1|Minimal|Jun-05-2010|2009-10|22,,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|1|Minimal|Jun-05-2010|2009-10|22,,
New Hampshire|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|Influenza Control and Surveillance|1|Minimal|Jun-05-2010|2009-10|22,,,
New Jersey|http://www.nj.gov/health/cd/topics/flu.shtml|Seasonal Influenza - Surveillance|1|Minimal|Jun-05-2010|2009-10|22,,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|1|Minimal|May-15-2010|2009-10|19,,
New Hampshire|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|Influenza Control and Surveillance|1|Minimal|May-15-2010|2009-10|19,,,
New Jersey|http://www.nj.gov/health/cd/topics/flu.shtml|Seasonal Influenza - Surveillance|1|Minimal|May-15-2010|2009-10|19,,,
New Mexico|https://nmhealth.org/about/erd/ideb/isp/|Flu in New Mexico|1|Minimal|May-15-2010|2009-10|19,,,
New York|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|Influenza Activity, Surveillance and Reports|1|Minimal|May-15-2010|2009-10|19,,
North Carolina|http://www.flu.nc.gov/ |North Carolina Influenza Update|1|Minimal|May-15-2010|2009-10|19,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|1|Minimal|May-15-2010|2009-10|19,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|1|Minimal|May-15-2010|2009-10|19,,,
Delaware|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|Weekly Influenza Surveillance Reports|1|Minimal|May-15-2010|2009-10|19,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|1|Minimal|May-22-2010|2009-10|20,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|1|Minimal|May-22-2010|2009-10|20,,,
Delaware|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|Weekly Influenza Surveillance Reports|1|Minimal|May-22-2010|2009-10|20,,,
New York|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|Influenza Activity, Surveillance and Reports|1|Minimal|May-22-2010|2009-10|20,,
North Carolina|http://www.flu.nc.gov/ |North Carolina Influenza Update|1|Minimal|May-22-2010|2009-10|20,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|1|Minimal|May-29-2010|2009-10|21,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|1|Minimal|May-29-2010|2009-10|21,,,
Ohio|http://www.flu.ohio.gov |Influenza Information|1|Minimal|Jun-05-2010|2009-10|22,,,
Oklahoma|https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html|Influenza Information|1|Minimal|Jun-05-2010|2009-10|22,,,
Oregon|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|Influenza Disease Surveillance Data|1|Minimal|Jun-05-2010|2009-10|22,,,
Pennsylvania|http://www.flufreepa.com|Influenza Weekly Report |1|Minimal|Jun-05-2010|2009-10|22,,,
Rhode Island|http://www.health.ri.gov/data/flu/index.php|Influenza Surveillance|1|Minimal|Jun-05-2010|2009-10|22,,,
South Carolina|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|Influenza Activity and Surveillance|1|Minimal|Jun-05-2010|2009-10|22,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|1|Minimal|May-22-2010|2009-10|20,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|1|Minimal|May-22-2010|2009-10|20,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|1|Minimal|May-22-2010|2009-10|20,,,
Idaho|http://flu.idaho.gov|Influenza|1|Minimal|May-22-2010|2009-10|20,,,
Illinois|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance#publications|Seasonal Influenza Surveillance Reports|1|Minimal|May-22-2010|2009-10|20,,,
Indiana|http://www.in.gov/isdh/22104.htm|Influenza in Indiana|1|Minimal|May-22-2010|2009-10|20,,,
Iowa|http://idph.iowa.gov/influenza/surveillance|Iowa Influenza Surveillance Network|1|Minimal|May-22-2010|2009-10|20,,,
Kansas|http://www.kdheks.gov/flu/surveillance.htm|Influenza Information|1|Minimal|May-22-2010|2009-10|20,,,
Kentucky|https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx|Influenza - Flu|1|Minimal|May-22-2010|2009-10|20,,,
Louisiana|http://new.dhh.louisiana.gov/index.cfm/page/1591|Influenza|1|Minimal|May-22-2010|2009-10|20,,,
Maine|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|Weekly Surveillance Updates|1|Minimal|May-22-2010|2009-10|20,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|1|Minimal|May-22-2010|2009-10|20,,,
Massachusetts|https://www.mass.gov/influenza|Influenza Surveillance Data|1|Minimal|May-22-2010|2009-10|20,,,
Michigan|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|Influenza Activity and Surveillance|1|Minimal|May-22-2010|2009-10|20
Minnesota|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|Weekly Influenza Activity: Statistics|1|Minimal|May-22-2010|2009-10|20,,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|1|Minimal|May-22-2010|2009-10|20
Missouri|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|Influenza Data & Statistical Reports |1|Minimal|May-22-2010|2009-10|20,,,
Montana|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|Influenza: What You Need to Know|1|Minimal|May-22-2010|2009-10|20,,,
Nebraska|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|Weekly Flu Report|1|Minimal|May-22-2010|2009-10|20,,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|1|Minimal|May-22-2010|2009-10|20,,
New Hampshire|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|Influenza Control and Surveillance|1|Minimal|May-22-2010|2009-10|20,,,
New Jersey|http://www.nj.gov/health/cd/topics/flu.shtml|Seasonal Influenza - Surveillance|1|Minimal|May-22-2010|2009-10|20,,,
Ohio|http://www.flu.ohio.gov |Influenza Information|1|Minimal|May-22-2010|2009-10|20,,,
Oklahoma|https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html|Influenza Information|1|Minimal|May-22-2010|2009-10|20,,,
Oregon|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|Influenza Disease Surveillance Data|1|Minimal|May-22-2010|2009-10|20,,,
Pennsylvania|http://www.flufreepa.com|Influenza Weekly Report |1|Minimal|May-22-2010|2009-10|20,,,
Rhode Island|http://www.health.ri.gov/data/flu/index.php|Influenza Surveillance|1|Minimal|May-22-2010|2009-10|20,,,
South Carolina|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|Influenza Activity and Surveillance|1|Minimal|May-22-2010|2009-10|20,,,
South Dakota|http://doh.sd.gov/diseases/infectious/flu/default.aspx|Influenza Information|1|Minimal|May-22-2010|2009-10|20,,,
Tennessee|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|Influenza-Like Illness Surveillance Summary Archive|1|Minimal|May-22-2010|2009-10|20,,,
Texas|http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/|Influenza Surveillance|1|Minimal|May-22-2010|2009-10|20,,,
Utah|http://health.utah.gov/epi/diseases/influenza/surveillance/index.html|Seasonal Influenza Weekly Update|1|Minimal|May-22-2010|2009-10|20,,,
Vermont|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|Flu Activity|1|Minimal|May-22-2010|2009-10|20,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|1|Minimal|May-22-2010|2009-10|20,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|1|Minimal|May-22-2010|2009-10|20,,,
West Virginia|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|Current Influenza Surveillance|1|Minimal|May-22-2010|2009-10|20,,,
Wisconsin|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|Tracking Influenza in Wisconsin|1|Minimal|May-22-2010|2009-10|20,,,
Wyoming|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/|Influenza|1|Minimal|May-22-2010|2009-10|20,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|1|Minimal|May-22-2010|2009-10|20,,,
Alabama|http://adph.org/influenza/|Influenza Surveillance|1|Minimal|May-29-2010|2009-10|21,,,
Alaska|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |Influenza Surveillance Report|1|Minimal|May-29-2010|2009-10|21,,,
Arizona|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|Influenza & RSV Surveillance|1|Minimal|May-29-2010|2009-10|21,,,
Arkansas|http://www.healthy.arkansas.gov/programs-services/topics/influenza|Communicable Disease and Immunizations|1|Minimal|May-29-2010|2009-10|21,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|1|Minimal|May-15-2010|2009-10|19,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|1|Minimal|May-15-2010|2009-10|19,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|1|Minimal|May-15-2010|2009-10|19,,,
Idaho|http://flu.idaho.gov|Influenza|1|Minimal|May-15-2010|2009-10|19,,,
Illinois|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance#publications|Seasonal Influenza Surveillance Reports|1|Minimal|May-15-2010|2009-10|19,,,
Indiana|http://www.in.gov/isdh/22104.htm|Influenza in Indiana|1|Minimal|May-15-2010|2009-10|19,,,
Iowa|http://idph.iowa.gov/influenza/surveillance|Iowa Influenza Surveillance Network|1|Minimal|May-15-2010|2009-10|19,,,
Kansas|http://www.kdheks.gov/flu/surveillance.htm|Influenza Information|1|Minimal|May-15-2010|2009-10|19,,,
Kentucky|https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx|Influenza - Flu|1|Minimal|May-15-2010|2009-10|19,,,
Louisiana|http://new.dhh.louisiana.gov/index.cfm/page/1591|Influenza|1|Minimal|May-15-2010|2009-10|19,,,
Maine|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|Weekly Surveillance Updates|1|Minimal|May-15-2010|2009-10|19,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|1|Minimal|May-15-2010|2009-10|19,,,
Massachusetts|https://www.mass.gov/influenza|Influenza Surveillance Data|1|Minimal|May-15-2010|2009-10|19,,,
Michigan|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|Influenza Activity and Surveillance|1|Minimal|May-15-2010|2009-10|19
Minnesota|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|Weekly Influenza Activity: Statistics|1|Minimal|May-15-2010|2009-10|19,,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|1|Minimal|May-15-2010|2009-10|19
Missouri|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|Influenza Data & Statistical Reports |1|Minimal|May-15-2010|2009-10|19,,,
Montana|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|Influenza: What You Need to Know|1|Minimal|May-15-2010|2009-10|19,,,
Ohio|http://www.flu.ohio.gov |Influenza Information|1|Minimal|May-15-2010|2009-10|19,,,
Oklahoma|https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html|Influenza Information|1|Minimal|May-15-2010|2009-10|19,,,
Oregon|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|Influenza Disease Surveillance Data|1|Minimal|May-15-2010|2009-10|19,,,
Pennsylvania|http://www.flufreepa.com|Influenza Weekly Report |1|Minimal|May-15-2010|2009-10|19,,,
Rhode Island|http://www.health.ri.gov/data/flu/index.php|Influenza Surveillance|1|Minimal|May-15-2010|2009-10|19,,,
South Carolina|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|Influenza Activity and Surveillance|1|Minimal|May-15-2010|2009-10|19,,,
South Dakota|http://doh.sd.gov/diseases/infectious/flu/default.aspx|Influenza Information|1|Minimal|May-15-2010|2009-10|19,,,
Tennessee|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|Influenza-Like Illness Surveillance Summary Archive|1|Minimal|May-15-2010|2009-10|19,,,
Texas|http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/|Influenza Surveillance|1|Minimal|May-15-2010|2009-10|19,,,
Utah|http://health.utah.gov/epi/diseases/influenza/surveillance/index.html|Seasonal Influenza Weekly Update|1|Minimal|May-15-2010|2009-10|19,,,
Vermont|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|Flu Activity|1|Minimal|May-15-2010|2009-10|19,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|1|Minimal|May-15-2010|2009-10|19,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|1|Minimal|May-15-2010|2009-10|19,,,
West Virginia|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|Current Influenza Surveillance|1|Minimal|May-15-2010|2009-10|19,,,
Wisconsin|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|Tracking Influenza in Wisconsin|1|Minimal|May-15-2010|2009-10|19,,,
